REF_AREA,Reference area,DOMAIN,Domain,TIME_PERIOD,mean_normalized_measure
AUS,Australia,HSL_10,Safety,2014,0.42765875798464814
AUS,Australia,HSL_10,Safety,2015,0.42539516370988495
AUS,Australia,HSL_10,Safety,2016,0.4256858500862363
AUS,Australia,HSL_10,Safety,2017,0.4253133115613807
AUS,Australia,HSL_10,Safety,2018,0.42365113673732857
AUS,Australia,HSL_10,Safety,2019,0.42591736616280096
AUS,Australia,HSL_10,Safety,2020,0.4226313404963022
AUS,Australia,HSL_10,Safety,2021,0.4223491748957706
AUS,Australia,HSL_10,Safety,2022,0.4521132518968646
AUS,Australia,HSL_10,Safety,2023,0.5000000000000001
AUS,Australia,HSL_10,Safety,2024,0.5000000000000001
AUS,Australia,HSL_11,Subjective well-being,2004,0.2922242567653488
AUS,Australia,HSL_11,Subjective well-being,2005,0.2922242567653488
AUS,Australia,HSL_11,Subjective well-being,2006,0.2922242567653488
AUS,Australia,HSL_11,Subjective well-being,2007,0.33063910291783244
AUS,Australia,HSL_11,Subjective well-being,2008,0.3263015211447291
AUS,Australia,HSL_11,Subjective well-being,2009,0.3100770017105702
AUS,Australia,HSL_11,Subjective well-being,2010,0.29385248227641125
AUS,Australia,HSL_11,Subjective well-being,2011,0.28323649369929194
AUS,Australia,HSL_11,Subjective well-being,2012,0.28323649369929194
AUS,Australia,HSL_11,Subjective well-being,2013,0.28323649369929194
AUS,Australia,HSL_11,Subjective well-being,2014,0.29163643842527215
AUS,Australia,HSL_11,Subjective well-being,2015,0.29163643842527215
AUS,Australia,HSL_11,Subjective well-being,2016,0.29163643842527215
AUS,Australia,HSL_11,Subjective well-being,2017,0.28148697956381447
AUS,Australia,HSL_11,Subjective well-being,2018,0.28148697956381447
AUS,Australia,HSL_11,Subjective well-being,2019,0.4100566766513658
AUS,Australia,HSL_11,Subjective well-being,2020,0.395850212301206
AUS,Australia,HSL_11,Subjective well-being,2021,0.31200072753900115
AUS,Australia,HSL_11,Subjective well-being,2022,0.3581065569185575
AUS,Australia,HSL_11,Subjective well-being,2023,0.3581065569185575
AUS,Australia,HSL_11,Subjective well-being,2024,0.3581065569185575
AUS,Australia,HSL_2,Work and job quality,2004,0.35606952289477295
AUS,Australia,HSL_2,Work and job quality,2005,0.352790371244682
AUS,Australia,HSL_2,Work and job quality,2006,0.36472326846856445
AUS,Australia,HSL_2,Work and job quality,2007,0.2964280795995242
AUS,Australia,HSL_2,Work and job quality,2008,0.3069780972596859
AUS,Australia,HSL_2,Work and job quality,2009,0.3213079922801083
AUS,Australia,HSL_2,Work and job quality,2010,0.3111104098150934
AUS,Australia,HSL_2,Work and job quality,2011,0.3163256223096051
AUS,Australia,HSL_2,Work and job quality,2012,0.32255722625855626
AUS,Australia,HSL_2,Work and job quality,2013,0.3215720115471941
AUS,Australia,HSL_2,Work and job quality,2014,0.31392670423624136
AUS,Australia,HSL_2,Work and job quality,2015,0.3237948336921101
AUS,Australia,HSL_2,Work and job quality,2016,0.3180299537385936
AUS,Australia,HSL_2,Work and job quality,2017,0.400825417025262
AUS,Australia,HSL_2,Work and job quality,2018,0.37990535544328435
AUS,Australia,HSL_2,Work and job quality,2019,0.42156087069836196
AUS,Australia,HSL_2,Work and job quality,2020,0.4166377911859465
AUS,Australia,HSL_2,Work and job quality,2021,0.3764888620231919
AUS,Australia,HSL_2,Work and job quality,2022,0.41074530729651865
AUS,Australia,HSL_2,Work and job quality,2023,0.3679666211352977
AUS,Australia,HSL_2,Work and job quality,2024,0.3679666211352977
AUS,Australia,HSL_3,Housing,2004,0.7319274194504952
AUS,Australia,HSL_3,Housing,2005,0.5039628250431405
AUS,Australia,HSL_3,Housing,2006,0.6034759937875757
AUS,Australia,HSL_3,Housing,2007,0.6657011849741821
AUS,Australia,HSL_3,Housing,2008,0.7180608054779838
AUS,Australia,HSL_3,Housing,2009,0.8045762562983892
AUS,Australia,HSL_3,Housing,2010,0.6448882485570632
AUS,Australia,HSL_3,Housing,2011,0.7931037841275074
AUS,Australia,HSL_3,Housing,2012,0.6079442220661567
AUS,Australia,HSL_3,Housing,2013,0.5397534963722198
AUS,Australia,HSL_3,Housing,2014,0.48219635317736287
AUS,Australia,HSL_3,Housing,2015,0.47727512824633667
AUS,Australia,HSL_3,Housing,2016,0.48858840423124
AUS,Australia,HSL_3,Housing,2017,0.49087903958792234
AUS,Australia,HSL_3,Housing,2018,0.4742573888530044
AUS,Australia,HSL_3,Housing,2019,0.4451038610302514
AUS,Australia,HSL_3,Housing,2020,0.45505229810562153
AUS,Australia,HSL_3,Housing,2021,0.43194597353034614
AUS,Australia,HSL_3,Housing,2022,0.43194597353034614
AUS,Australia,HSL_3,Housing,2023,0.43194597353034614
AUS,Australia,HSL_3,Housing,2024,0.43194597353034614
AUS,Australia,HSL_4,Work-life balance,2004,0.3742301076339517
AUS,Australia,HSL_4,Work-life balance,2005,0.3742301076339517
AUS,Australia,HSL_4,Work-life balance,2006,0.3742301076339517
AUS,Australia,HSL_4,Work-life balance,2007,0.3742301076339517
AUS,Australia,HSL_4,Work-life balance,2008,0.3742301076339517
AUS,Australia,HSL_4,Work-life balance,2009,0.3742301076339517
AUS,Australia,HSL_4,Work-life balance,2010,0.3742301076339517
AUS,Australia,HSL_4,Work-life balance,2011,0.3742301076339517
AUS,Australia,HSL_4,Work-life balance,2012,0.3742301076339517
AUS,Australia,HSL_4,Work-life balance,2013,0.3742301076339517
AUS,Australia,HSL_4,Work-life balance,2014,0.3742301076339517
AUS,Australia,HSL_4,Work-life balance,2015,0.3742301076339517
AUS,Australia,HSL_4,Work-life balance,2016,0.3742301076339517
AUS,Australia,HSL_4,Work-life balance,2017,0.3742301076339517
AUS,Australia,HSL_4,Work-life balance,2018,0.3742301076339517
AUS,Australia,HSL_4,Work-life balance,2019,0.3742301076339517
AUS,Australia,HSL_4,Work-life balance,2020,0.3742301076339517
AUS,Australia,HSL_4,Work-life balance,2021,0.3742301076339517
AUS,Australia,HSL_4,Work-life balance,2022,0.3742301076339517
AUS,Australia,HSL_4,Work-life balance,2023,0.3742301076339517
AUS,Australia,HSL_4,Work-life balance,2024,0.3742301076339517
AUS,Australia,HSL_5,Health,2004,0.508586284932641
AUS,Australia,HSL_5,Health,2005,0.7750809061488672
AUS,Australia,HSL_5,Health,2006,0.42869411379988404
AUS,Australia,HSL_5,Health,2007,0.5284739786131097
AUS,Australia,HSL_5,Health,2008,0.4314635476847686
AUS,Australia,HSL_5,Health,2009,0.42831471907200025
AUS,Australia,HSL_5,Health,2010,0.43619508419172953
AUS,Australia,HSL_5,Health,2011,0.5358389479463891
AUS,Australia,HSL_5,Health,2012,0.439357145856259
AUS,Australia,HSL_5,Health,2013,0.43868307176413035
AUS,Australia,HSL_5,Health,2014,0.5969998720934744
AUS,Australia,HSL_5,Health,2015,0.452608832992021
AUS,Australia,HSL_5,Health,2016,0.45544344053027436
AUS,Australia,HSL_5,Health,2017,0.6034238840340349
AUS,Australia,HSL_5,Health,2018,0.510338643757725
AUS,Australia,HSL_5,Health,2019,0.49538861778219573
AUS,Australia,HSL_5,Health,2020,0.5436003146946606
AUS,Australia,HSL_5,Health,2021,0.5215310434194476
AUS,Australia,HSL_5,Health,2022,0.6104325169127217
AUS,Australia,HSL_5,Health,2023,0.6104325169127217
AUS,Australia,HSL_5,Health,2024,0.6104325169127217
AUS,Australia,HSL_6,Knowledge and skills,2004,0.7933197935953723
AUS,Australia,HSL_6,Knowledge and skills,2005,0.7933197935953723
AUS,Australia,HSL_6,Knowledge and skills,2006,0.7933197935953723
AUS,Australia,HSL_6,Knowledge and skills,2007,0.7997614509454868
AUS,Australia,HSL_6,Knowledge and skills,2008,0.8062031082956013
AUS,Australia,HSL_6,Knowledge and skills,2009,0.8126447656457157
AUS,Australia,HSL_6,Knowledge and skills,2010,0.7400072216447694
AUS,Australia,HSL_6,Knowledge and skills,2011,0.667369677643823
AUS,Australia,HSL_6,Knowledge and skills,2012,0.5947321336428767
AUS,Australia,HSL_6,Knowledge and skills,2013,0.6426924281162935
AUS,Australia,HSL_6,Knowledge and skills,2014,0.6906527225897101
AUS,Australia,HSL_6,Knowledge and skills,2015,0.7386130170631269
AUS,Australia,HSL_6,Knowledge and skills,2016,0.6902324395459662
AUS,Australia,HSL_6,Knowledge and skills,2017,0.6418518620288056
AUS,Australia,HSL_6,Knowledge and skills,2018,0.593471284511645
AUS,Australia,HSL_6,Knowledge and skills,2019,0.589631116949161
AUS,Australia,HSL_6,Knowledge and skills,2020,0.5857909493866771
AUS,Australia,HSL_6,Knowledge and skills,2021,0.5819507818241932
AUS,Australia,HSL_6,Knowledge and skills,2022,0.5781106142617093
AUS,Australia,HSL_6,Knowledge and skills,2023,0.5781106142617093
AUS,Australia,HSL_6,Knowledge and skills,2024,0.5781106142617093
AUS,Australia,HSL_7,Social connections,2004,0.48621343715683374
AUS,Australia,HSL_7,Social connections,2005,0.48621343715683374
AUS,Australia,HSL_7,Social connections,2006,0.48621343715683374
AUS,Australia,HSL_7,Social connections,2007,0.4999999999999996
AUS,Australia,HSL_7,Social connections,2008,0.5
AUS,Australia,HSL_7,Social connections,2009,0.49999999999999994
AUS,Australia,HSL_7,Social connections,2010,0.4999999999999999
AUS,Australia,HSL_7,Social connections,2011,0.4999999999999998
AUS,Australia,HSL_7,Social connections,2012,0.5000000000000001
AUS,Australia,HSL_7,Social connections,2013,0.5000000000000001
AUS,Australia,HSL_7,Social connections,2014,0.4999999999999998
AUS,Australia,HSL_7,Social connections,2015,0.5000000000000001
AUS,Australia,HSL_7,Social connections,2016,0.5000000000000001
AUS,Australia,HSL_7,Social connections,2017,0.5000000000000002
AUS,Australia,HSL_7,Social connections,2018,0.5000000000000003
AUS,Australia,HSL_7,Social connections,2019,0.5000000000000002
AUS,Australia,HSL_7,Social connections,2020,0.5000000000000002
AUS,Australia,HSL_7,Social connections,2021,0.5000000000000002
AUS,Australia,HSL_7,Social connections,2022,0.5000000000000001
AUS,Australia,HSL_7,Social connections,2023,0.5000000000000001
AUS,Australia,HSL_7,Social connections,2024,0.5000000000000001
AUS,Australia,HSL_8,Civic engagement,2004,1.0
AUS,Australia,HSL_8,Civic engagement,2005,1.0
AUS,Australia,HSL_8,Civic engagement,2006,1.0
AUS,Australia,HSL_8,Civic engagement,2007,1.0
AUS,Australia,HSL_8,Civic engagement,2008,0.9940613821793451
AUS,Australia,HSL_8,Civic engagement,2009,0.9881227643586904
AUS,Australia,HSL_8,Civic engagement,2010,0.9821841465380355
AUS,Australia,HSL_8,Civic engagement,2011,0.971011750854477
AUS,Australia,HSL_8,Civic engagement,2012,0.9598393551709186
AUS,Australia,HSL_8,Civic engagement,2013,0.94866695948736
AUS,Australia,HSL_8,Civic engagement,2014,0.9422173499491606
AUS,Australia,HSL_8,Civic engagement,2015,0.9357677404109612
AUS,Australia,HSL_8,Civic engagement,2016,0.9293181308727618
AUS,Australia,HSL_8,Civic engagement,2017,0.9528787539151745
AUS,Australia,HSL_8,Civic engagement,2018,0.9764393769575873
AUS,Australia,HSL_8,Civic engagement,2019,1.0
AUS,Australia,HSL_8,Civic engagement,2020,0.7158218032182558
AUS,Australia,HSL_8,Civic engagement,2021,0.4316436064365117
AUS,Australia,HSL_8,Civic engagement,2022,0.9527318230039198
AUS,Australia,HSL_8,Civic engagement,2023,0.448892962156164
AUS,Australia,HSL_8,Civic engagement,2024,0.448892962156164
AUS,Australia,HSL_9,Environmental quality,2004,0.6422227741435205
AUS,Australia,HSL_9,Environmental quality,2005,0.4768512477446576
AUS,Australia,HSL_9,Environmental quality,2006,0.46306675961089766
AUS,Australia,HSL_9,Environmental quality,2007,0.42594938178704644
AUS,Australia,HSL_9,Environmental quality,2008,0.5362119781108332
AUS,Australia,HSL_9,Environmental quality,2009,0.7593822235882353
AUS,Australia,HSL_9,Environmental quality,2010,0.572362389862467
AUS,Australia,HSL_9,Environmental quality,2011,0.5494033978704959
AUS,Australia,HSL_9,Environmental quality,2012,0.5758638938558065
AUS,Australia,HSL_9,Environmental quality,2013,0.6543105833556615
AUS,Australia,HSL_9,Environmental quality,2014,0.6606944239181884
AUS,Australia,HSL_9,Environmental quality,2015,0.5787307990892285
AUS,Australia,HSL_9,Environmental quality,2016,0.6364876315315605
AUS,Australia,HSL_9,Environmental quality,2017,0.6556419907615609
AUS,Australia,HSL_9,Environmental quality,2018,0.6303197795596542
AUS,Australia,HSL_9,Environmental quality,2019,0.9171246458704434
AUS,Australia,HSL_9,Environmental quality,2020,0.5558624298855248
AUS,Australia,HSL_9,Environmental quality,2021,0.0839216470205326
AUS,Australia,HSL_9,Environmental quality,2022,0.22146030535956776
AUS,Australia,HSL_9,Environmental quality,2023,0.11545410549086992
AUS,Australia,HSL_9,Environmental quality,2024,0.11545410549086992
AUT,Austria,HSL_1,Income and wealth,2004,0.4584189385724498
AUT,Austria,HSL_1,Income and wealth,2005,0.4717957278076421
AUT,Austria,HSL_1,Income and wealth,2006,0.4585812700858421
AUT,Austria,HSL_1,Income and wealth,2007,0.382273928771079
AUT,Austria,HSL_1,Income and wealth,2008,0.3783465467903401
AUT,Austria,HSL_1,Income and wealth,2009,0.3646463818471234
AUT,Austria,HSL_1,Income and wealth,2010,0.3200356695044564
AUT,Austria,HSL_1,Income and wealth,2011,0.4010802602615559
AUT,Austria,HSL_1,Income and wealth,2012,0.32644308524221277
AUT,Austria,HSL_1,Income and wealth,2013,0.3134072865418514
AUT,Austria,HSL_1,Income and wealth,2014,0.32742181020506245
AUT,Austria,HSL_1,Income and wealth,2015,0.2885455966994711
AUT,Austria,HSL_1,Income and wealth,2016,0.30662697622025925
AUT,Austria,HSL_1,Income and wealth,2017,0.3400769470041605
AUT,Austria,HSL_1,Income and wealth,2018,0.2744316243603088
AUT,Austria,HSL_1,Income and wealth,2019,0.29763357303117577
AUT,Austria,HSL_1,Income and wealth,2020,0.25571610473808903
AUT,Austria,HSL_1,Income and wealth,2021,0.2624873477711417
AUT,Austria,HSL_1,Income and wealth,2022,0.38930795992901573
AUT,Austria,HSL_1,Income and wealth,2023,0.12315270935960591
AUT,Austria,HSL_1,Income and wealth,2024,0.12315270935960591
AUT,Austria,HSL_10,Safety,2004,0.08972708029245365
AUT,Austria,HSL_10,Safety,2005,0.0696637866194896
AUT,Austria,HSL_10,Safety,2006,0.3903237356534057
AUT,Austria,HSL_10,Safety,2007,0.051571781810284
AUT,Austria,HSL_10,Safety,2008,0.42663017887563087
AUT,Austria,HSL_10,Safety,2009,0.4284594982988685
AUT,Austria,HSL_10,Safety,2010,0.42884189671048
AUT,Austria,HSL_10,Safety,2011,0.426271939826971
AUT,Austria,HSL_10,Safety,2012,0.4281816571183393
AUT,Austria,HSL_10,Safety,2013,0.42277141128066925
AUT,Austria,HSL_10,Safety,2014,0.4261208602180833
AUT,Austria,HSL_10,Safety,2015,0.4259348789726124
AUT,Austria,HSL_10,Safety,2016,0.4218415536904619
AUT,Austria,HSL_10,Safety,2017,0.42296074306804504
AUT,Austria,HSL_10,Safety,2018,0.42294939824527855
AUT,Austria,HSL_10,Safety,2019,0.42467772573851126
AUT,Austria,HSL_10,Safety,2020,0.41952410334018375
AUT,Austria,HSL_10,Safety,2021,0.41994851372334846
AUT,Austria,HSL_10,Safety,2022,0.4855162319747174
AUT,Austria,HSL_10,Safety,2023,0.5000000000000002
AUT,Austria,HSL_10,Safety,2024,0.5000000000000002
AUT,Austria,HSL_11,Subjective well-being,2004,0.1588425731183399
AUT,Austria,HSL_11,Subjective well-being,2005,0.1588425731183399
AUT,Austria,HSL_11,Subjective well-being,2006,0.1588425731183399
AUT,Austria,HSL_11,Subjective well-being,2007,0.20830418010494767
AUT,Austria,HSL_11,Subjective well-being,2008,0.2577657870915554
AUT,Austria,HSL_11,Subjective well-being,2009,0.21937884651057515
AUT,Austria,HSL_11,Subjective well-being,2010,0.21539119527854358
AUT,Austria,HSL_11,Subjective well-being,2011,0.2235435716777333
AUT,Austria,HSL_11,Subjective well-being,2012,0.2235435716777333
AUT,Austria,HSL_11,Subjective well-being,2013,0.3502517326804426
AUT,Austria,HSL_11,Subjective well-being,2014,0.19902116521415733
AUT,Austria,HSL_11,Subjective well-being,2015,0.19902116521415733
AUT,Austria,HSL_11,Subjective well-being,2016,0.19902116521415733
AUT,Austria,HSL_11,Subjective well-being,2017,0.21206237019061794
AUT,Austria,HSL_11,Subjective well-being,2018,0.3221505619393823
AUT,Austria,HSL_11,Subjective well-being,2019,0.22439906086540404
AUT,Austria,HSL_11,Subjective well-being,2020,0.21282086782678758
AUT,Austria,HSL_11,Subjective well-being,2021,0.34520543591964264
AUT,Austria,HSL_11,Subjective well-being,2022,0.33588972738476475
AUT,Austria,HSL_11,Subjective well-being,2023,0.3897431060958585
AUT,Austria,HSL_11,Subjective well-being,2024,0.3897431060958585
AUT,Austria,HSL_2,Work and job quality,2004,0.3449955028075483
AUT,Austria,HSL_2,Work and job quality,2005,0.3508878286362596
AUT,Austria,HSL_2,Work and job quality,2006,0.3474098087494953
AUT,Austria,HSL_2,Work and job quality,2007,0.2748871452351477
AUT,Austria,HSL_2,Work and job quality,2008,0.28158183941259096
AUT,Austria,HSL_2,Work and job quality,2009,0.2872094854252641
AUT,Austria,HSL_2,Work and job quality,2010,0.30695488630880474
AUT,Austria,HSL_2,Work and job quality,2011,0.27881725970880566
AUT,Austria,HSL_2,Work and job quality,2012,0.2840721464357393
AUT,Austria,HSL_2,Work and job quality,2013,0.39369622684134836
AUT,Austria,HSL_2,Work and job quality,2014,0.2813127125564547
AUT,Austria,HSL_2,Work and job quality,2015,0.3085937579659754
AUT,Austria,HSL_2,Work and job quality,2016,0.2913436325447874
AUT,Austria,HSL_2,Work and job quality,2017,0.3681161851085498
AUT,Austria,HSL_2,Work and job quality,2018,0.4682239615737759
AUT,Austria,HSL_2,Work and job quality,2019,0.3747396632385132
AUT,Austria,HSL_2,Work and job quality,2020,0.36730069399788257
AUT,Austria,HSL_2,Work and job quality,2021,0.3393765877606541
AUT,Austria,HSL_2,Work and job quality,2022,0.36592321364447045
AUT,Austria,HSL_2,Work and job quality,2023,0.40787414905056046
AUT,Austria,HSL_2,Work and job quality,2024,0.40787414905056046
AUT,Austria,HSL_3,Housing,2004,0.38267527305159615
AUT,Austria,HSL_3,Housing,2005,0.32705194707066626
AUT,Austria,HSL_3,Housing,2006,0.38657414843188803
AUT,Austria,HSL_3,Housing,2007,0.4391470435692059
AUT,Austria,HSL_3,Housing,2008,0.4648036954322099
AUT,Austria,HSL_3,Housing,2009,0.47199796813422124
AUT,Austria,HSL_3,Housing,2010,0.3626204753026285
AUT,Austria,HSL_3,Housing,2011,0.34133195226356206
AUT,Austria,HSL_3,Housing,2012,0.38990391319691226
AUT,Austria,HSL_3,Housing,2013,0.39059130361290484
AUT,Austria,HSL_3,Housing,2014,0.37110846005691467
AUT,Austria,HSL_3,Housing,2015,0.3490117390670655
AUT,Austria,HSL_3,Housing,2016,0.37232686072701066
AUT,Austria,HSL_3,Housing,2017,0.3785283307125503
AUT,Austria,HSL_3,Housing,2018,0.3549652277335313
AUT,Austria,HSL_3,Housing,2019,0.3714273800212296
AUT,Austria,HSL_3,Housing,2020,0.3386388260896584
AUT,Austria,HSL_3,Housing,2021,0.3424020650726701
AUT,Austria,HSL_3,Housing,2022,0.2946959058601733
AUT,Austria,HSL_3,Housing,2023,0.36665089047963345
AUT,Austria,HSL_3,Housing,2024,0.36665089047963345
AUT,Austria,HSL_4,Work-life balance,2004,0.1506570697129445
AUT,Austria,HSL_4,Work-life balance,2005,0.1506570697129445
AUT,Austria,HSL_4,Work-life balance,2006,0.1506570697129445
AUT,Austria,HSL_4,Work-life balance,2007,0.1506570697129445
AUT,Austria,HSL_4,Work-life balance,2008,0.1506570697129445
AUT,Austria,HSL_4,Work-life balance,2009,0.3576251791296561
AUT,Austria,HSL_4,Work-life balance,2010,0.3940285729081463
AUT,Austria,HSL_4,Work-life balance,2011,0.43043196668663647
AUT,Austria,HSL_4,Work-life balance,2012,0.46683536046512664
AUT,Austria,HSL_4,Work-life balance,2013,0.5032387542436169
AUT,Austria,HSL_4,Work-life balance,2014,0.4955633588445911
AUT,Austria,HSL_4,Work-life balance,2015,0.4878879634455653
AUT,Austria,HSL_4,Work-life balance,2016,0.4802125680465395
AUT,Austria,HSL_4,Work-life balance,2017,0.4725371726475137
AUT,Austria,HSL_4,Work-life balance,2018,0.46486177724848793
AUT,Austria,HSL_4,Work-life balance,2019,0.4601919557878407
AUT,Austria,HSL_4,Work-life balance,2020,0.4555221343271936
AUT,Austria,HSL_4,Work-life balance,2021,0.45085231286654637
AUT,Austria,HSL_4,Work-life balance,2022,0.44618249140589916
AUT,Austria,HSL_4,Work-life balance,2023,0.44618249140589916
AUT,Austria,HSL_4,Work-life balance,2024,0.44618249140589916
AUT,Austria,HSL_5,Health,2004,0.5317817568769795
AUT,Austria,HSL_5,Health,2005,0.5441420644846862
AUT,Austria,HSL_5,Health,2006,0.5514474245858433
AUT,Austria,HSL_5,Health,2007,0.5583305881357146
AUT,Austria,HSL_5,Health,2008,0.5506891751876802
AUT,Austria,HSL_5,Health,2009,0.5456415501484944
AUT,Austria,HSL_5,Health,2010,0.5465849689991669
AUT,Austria,HSL_5,Health,2011,0.5626290943603581
AUT,Austria,HSL_5,Health,2012,0.5566688245480613
AUT,Austria,HSL_5,Health,2013,0.5466409201751089
AUT,Austria,HSL_5,Health,2014,0.460636682918305
AUT,Austria,HSL_5,Health,2015,0.5491512296044488
AUT,Austria,HSL_5,Health,2016,0.5462742463645129
AUT,Austria,HSL_5,Health,2017,0.5462498353591975
AUT,Austria,HSL_5,Health,2018,0.5660001496237022
AUT,Austria,HSL_5,Health,2019,0.4869112744681823
AUT,Austria,HSL_5,Health,2020,0.5709308698813442
AUT,Austria,HSL_5,Health,2021,0.5676240781731806
AUT,Austria,HSL_5,Health,2022,0.6276663360980888
AUT,Austria,HSL_5,Health,2023,0.6053772148990552
AUT,Austria,HSL_5,Health,2024,0.6053772148990552
AUT,Austria,HSL_6,Knowledge and skills,2004,0.6915360511947514
AUT,Austria,HSL_6,Knowledge and skills,2005,0.6915360511947514
AUT,Austria,HSL_6,Knowledge and skills,2006,0.6915360511947514
AUT,Austria,HSL_6,Knowledge and skills,2007,0.6561752222837259
AUT,Austria,HSL_6,Knowledge and skills,2008,0.6208143933727004
AUT,Austria,HSL_6,Knowledge and skills,2009,0.585453564461675
AUT,Austria,HSL_6,Knowledge and skills,2010,0.5702406410191544
AUT,Austria,HSL_6,Knowledge and skills,2011,0.5550277175766338
AUT,Austria,HSL_6,Knowledge and skills,2012,0.5398147941341133
AUT,Austria,HSL_6,Knowledge and skills,2013,0.580810535316083
AUT,Austria,HSL_6,Knowledge and skills,2014,0.6218062764980525
AUT,Austria,HSL_6,Knowledge and skills,2015,0.6628020176800222
AUT,Austria,HSL_6,Knowledge and skills,2016,0.6282777441927851
AUT,Austria,HSL_6,Knowledge and skills,2017,0.593753470705548
AUT,Austria,HSL_6,Knowledge and skills,2018,0.5592291972183109
AUT,Austria,HSL_6,Knowledge and skills,2019,0.5523669081581467
AUT,Austria,HSL_6,Knowledge and skills,2020,0.5455046190979824
AUT,Austria,HSL_6,Knowledge and skills,2021,0.5386423300378183
AUT,Austria,HSL_6,Knowledge and skills,2022,0.5317800409776541
AUT,Austria,HSL_6,Knowledge and skills,2023,0.5317800409776541
AUT,Austria,HSL_6,Knowledge and skills,2024,0.5317800409776541
AUT,Austria,HSL_7,Social connections,2004,0.5000000000000003
AUT,Austria,HSL_7,Social connections,2005,0.5000000000000003
AUT,Austria,HSL_7,Social connections,2006,0.5000000000000003
AUT,Austria,HSL_7,Social connections,2007,0.5000000000000002
AUT,Austria,HSL_7,Social connections,2008,0.5
AUT,Austria,HSL_7,Social connections,2009,0.5685262295195301
AUT,Austria,HSL_7,Social connections,2010,0.5000000000000002
AUT,Austria,HSL_7,Social connections,2011,0.5000000000000001
AUT,Austria,HSL_7,Social connections,2012,0.5000000000000004
AUT,Austria,HSL_7,Social connections,2013,0.5090842883752646
AUT,Austria,HSL_7,Social connections,2014,0.4999999999999998
AUT,Austria,HSL_7,Social connections,2015,0.5
AUT,Austria,HSL_7,Social connections,2016,0.5
AUT,Austria,HSL_7,Social connections,2017,0.5000000000000001
AUT,Austria,HSL_7,Social connections,2018,0.411900444303388
AUT,Austria,HSL_7,Social connections,2019,0.5000000000000002
AUT,Austria,HSL_7,Social connections,2020,0.5000000000000002
AUT,Austria,HSL_7,Social connections,2021,0.5000000000000002
AUT,Austria,HSL_7,Social connections,2022,0.3974504468903423
AUT,Austria,HSL_7,Social connections,2023,0.5000000000000002
AUT,Austria,HSL_7,Social connections,2024,0.5000000000000002
AUT,Austria,HSL_8,Civic engagement,2004,0.7043680101287191
AUT,Austria,HSL_8,Civic engagement,2005,0.7043680101287191
AUT,Austria,HSL_8,Civic engagement,2006,0.7043680101287191
AUT,Austria,HSL_8,Civic engagement,2007,0.8110327205733985
AUT,Austria,HSL_8,Civic engagement,2008,0.9176974310180779
AUT,Austria,HSL_8,Civic engagement,2009,0.8669338104125451
AUT,Austria,HSL_8,Civic engagement,2010,0.8161701898070124
AUT,Austria,HSL_8,Civic engagement,2011,0.7654065692014796
AUT,Austria,HSL_8,Civic engagement,2012,0.7146429485959469
AUT,Austria,HSL_8,Civic engagement,2013,0.6638793279904142
AUT,Austria,HSL_8,Civic engagement,2014,0.6991665414266095
AUT,Austria,HSL_8,Civic engagement,2015,0.7344537548628047
AUT,Austria,HSL_8,Civic engagement,2016,0.769740968299
AUT,Austria,HSL_8,Civic engagement,2017,0.8050281817351953
AUT,Austria,HSL_8,Civic engagement,2018,0.8081416962404555
