Reference area,Domain,TIME_PERIOD,mean_normalized_measure
Spain,Environmental quality,2017,0.4985
Spain,Environmental quality,2018,0.5335
Spain,Environmental quality,2019,0.4879
Spain,Environmental quality,2020,0.6073
Spain,Environmental quality,2021,0.3944
Spain,Environmental quality,2022,0.0
Spain,Environmental quality,2023,0.1384
Spain,Health,2006,0.6986
Spain,Health,2007,0.6949
Spain,Health,2008,0.6917
Spain,Health,2009,0.6811
Spain,Health,2010,0.6864
Spain,Health,2011,0.7092
Spain,Health,2012,0.7043
Spain,Health,2013,0.6995
Spain,Health,2014,0.5811
Spain,Health,2015,0.6899
Spain,Health,2016,0.6944
Spain,Health,2017,0.6846
Spain,Health,2018,0.6957
Spain,Health,2019,0.5702
Spain,Health,2020,0.6713
Spain,Health,2021,0.6996
Spain,Health,2022,0.6363
Spain,Health,2023,0.6343
Spain,Housing,2006,0.4235
Spain,Housing,2007,0.4298
Spain,Housing,2008,0.4183
Spain,Housing,2009,0.4449
Spain,Housing,2010,0.6455
Spain,Housing,2011,0.6227
Spain,Housing,2012,0.6041
Spain,Housing,2013,0.5694
Spain,Housing,2014,0.6128
Spain,Housing,2015,0.6035
Spain,Housing,2016,0.5887
Spain,Housing,2017,0.5757
Spain,Housing,2018,0.5584
Spain,Housing,2019,0.585
Spain,Housing,2020,0.6395
Spain,Housing,2021,0.6594
Spain,Housing,2022,0.6962
Spain,Housing,2023,0.8223
Spain,Income and wealth,2006,0.4848
Spain,Income and wealth,2007,0.5138
Spain,Income and wealth,2008,0.553
Spain,Income and wealth,2009,0.5102
Spain,Income and wealth,2010,0.4608
Spain,Income and wealth,2011,0.4292
Spain,Income and wealth,2012,0.4454
Spain,Income and wealth,2013,0.4555
Spain,Income and wealth,2014,0.4526
Spain,Income and wealth,2015,0.4389
Spain,Income and wealth,2016,0.4398
Spain,Income and wealth,2017,0.3921
Spain,Income and wealth,2018,0.4098
Spain,Income and wealth,2019,0.3817
Spain,Income and wealth,2020,0.3787
Spain,Income and wealth,2021,0.3489
Spain,Income and wealth,2022,0.3017
Spain,Income and wealth,2023,0.2709
Spain,Knowledge and skills,2006,0.5439
Spain,Knowledge and skills,2007,0.5544666666666667
Spain,Knowledge and skills,2008,0.5650333333333334
Spain,Knowledge and skills,2009,0.5756
Spain,Knowledge and skills,2010,0.5132666666666666
Spain,Knowledge and skills,2011,0.45093333333333335
Spain,Knowledge and skills,2012,0.3886
Spain,Knowledge and skills,2013,0.5003
Spain,Knowledge and skills,2014,0.612
Spain,Knowledge and skills,2015,0.7237
Spain,Knowledge and skills,2016,0.6635333333333333
Spain,Knowledge and skills,2017,0.6033666666666667
Spain,Knowledge and skills,2018,0.5432
Spain,Knowledge and skills,2019,0.545875
Spain,Knowledge and skills,2020,0.54855
Spain,Knowledge and skills,2021,0.551225
Spain,Knowledge and skills,2022,0.5539
Spain,Knowledge and skills,2023,0.5539
Spain,Safety,2006,0.6894
Spain,Safety,2007,0.6974
Spain,Safety,2008,0.6739
Spain,Safety,2009,0.6922
Spain,Safety,2010,0.7147
Spain,Safety,2011,0.7367
Spain,Safety,2012,0.7118
Spain,Safety,2013,0.7392
Spain,Safety,2014,0.7948
Spain,Safety,2015,0.7821
Spain,Safety,2016,0.782
Spain,Safety,2017,0.7974
Spain,Safety,2018,0.7981
Spain,Safety,2019,0.7802
Spain,Safety,2020,0.7842
Spain,Safety,2021,0.7825
Spain,Safety,2022,0.7645
Spain,Safety,2023,0.7645
Spain,Social connections,2006,0.916
Spain,Social connections,2007,0.9208
Spain,Social connections,2008,0.8876
Spain,Social connections,2009,0.7446
Spain,Social connections,2010,0.8804
Spain,Social connections,2011,0.8755
Spain,Social connections,2012,0.8684
Spain,Social connections,2013,0.752
Spain,Social connections,2014,0.8722
Spain,Social connections,2015,0.8649
Spain,Social connections,2016,0.8649
Spain,Social connections,2017,0.8212
Spain,Social connections,2018,0.8135
Spain,Social connections,2019,0.7951
Spain,Social connections,2020,0.8045
Spain,Social connections,2021,0.8045
Spain,Social connections,2022,0.7467
Spain,Social connections,2023,0.7972
Spain,Subjective well-being,2006,0.6463
Spain,Subjective well-being,2007,0.6093
Spain,Subjective well-being,2008,0.5926
Spain,Subjective well-being,2009,0.5513
Spain,Subjective well-being,2010,0.5356
Spain,Subjective well-being,2011,0.494
Spain,Subjective well-being,2012,0.494
Spain,Subjective well-being,2013,0.5731
Spain,Subjective well-being,2014,0.6126
Spain,Subjective well-being,2015,0.6126
Spain,Subjective well-being,2016,0.6126
Spain,Subjective well-being,2017,0.5952
Spain,Subjective well-being,2018,0.6593
Spain,Subjective well-being,2019,0.5996
Spain,Subjective well-being,2020,0.6412
Spain,Subjective well-being,2021,0.6565
Spain,Subjective well-being,2022,0.6452
Spain,Subjective well-being,2023,0.6305
Spain,Work and job quality,2006,0.7191
Spain,Work and job quality,2007,0.7732
Spain,Work and job quality,2008,0.7136
Spain,Work and job quality,2009,0.651
Spain,Work and job quality,2010,0.5958
Spain,Work and job quality,2011,0.609
Spain,Work and job quality,2012,0.5792
Spain,Work and job quality,2013,0.5636
Spain,Work and job quality,2014,0.6145
Spain,Work and job quality,2015,0.5887
Spain,Work and job quality,2016,0.634
Spain,Work and job quality,2017,0.6808
Spain,Work and job quality,2018,0.6727
Spain,Work and job quality,2019,0.6911
Spain,Work and job quality,2020,0.6816
Spain,Work and job quality,2021,0.6984
Spain,Work and job quality,2022,0.6287
Spain,Work and job quality,2023,0.6275
Spain,Work-life balance,2006,0.6425
Spain,Work-life balance,2007,0.6425
Spain,Work-life balance,2008,0.6425
Spain,Work-life balance,2009,0.6425
Spain,Work-life balance,2010,0.59875
Spain,Work-life balance,2011,0.5549999999999999
Spain,Work-life balance,2012,0.51125
Spain,Work-life balance,2013,0.4675
Spain,Work-life balance,2014,0.45912000000000003
Spain,Work-life balance,2015,0.45074000000000003
Spain,Work-life balance,2016,0.44236
Spain,Work-life balance,2017,0.43398
Spain,Work-life balance,2018,0.4256
Spain,Work-life balance,2019,0.42627499999999996
Spain,Work-life balance,2020,0.42695
Spain,Work-life balance,2021,0.42762500000000003
Spain,Work-life balance,2022,0.4283
Spain,Work-life balance,2023,0.4283
Sweden,Civic engagement,2006,0.7995
Sweden,Civic engagement,2007,0.8135
Sweden,Civic engagement,2008,0.8275
Sweden,Civic engagement,2009,0.8415
Sweden,Civic engagement,2010,0.8555
Sweden,Civic engagement,2011,0.86145
Sweden,Civic engagement,2012,0.8674
Sweden,Civic engagement,2013,0.87335
Sweden,Civic engagement,2014,0.8793
Sweden,Civic engagement,2015,0.8634499999999999
Sweden,Civic engagement,2016,0.8475999999999999
Sweden,Civic engagement,2017,0.83175
Sweden,Civic engagement,2018,0.8159
Sweden,Civic engagement,2019,0.6726333333333333
Sweden,Civic engagement,2020,0.5293666666666667
Sweden,Civic engagement,2021,0.3861
Sweden,Civic engagement,2022,0.8564
Sweden,Civic engagement,2023,0.403
Sweden,Environmental quality,2006,0.7854
Sweden,Environmental quality,2007,0.6669
Sweden,Environmental quality,2008,0.7505
Sweden,Environmental quality,2009,0.782
Sweden,Environmental quality,2010,0.8348
Sweden,Environmental quality,2011,0.8425
Sweden,Environmental quality,2012,0.8652
Sweden,Environmental quality,2013,0.8073
Sweden,Environmental quality,2014,0.8825
Sweden,Environmental quality,2015,0.803
Sweden,Environmental quality,2016,0.6961
Sweden,Environmental quality,2017,0.8033
Sweden,Environmental quality,2018,0.8575
Sweden,Environmental quality,2019,0.8219
Sweden,Environmental quality,2020,0.7413
Sweden,Environmental quality,2021,1.0
Sweden,Environmental quality,2022,1.0
Sweden,Environmental quality,2023,1.0
Sweden,Health,2006,0.6779
Sweden,Health,2007,0.6914
Sweden,Health,2008,0.6832
Sweden,Health,2009,0.6795
Sweden,Health,2010,0.6775
Sweden,Health,2011,0.6879
Sweden,Health,2012,0.6844
Sweden,Health,2013,0.6822
Sweden,Health,2014,0.611
Sweden,Health,2015,0.6662
Sweden,Health,2016,0.6649
Sweden,Health,2017,0.6554
Sweden,Health,2018,0.6581
Sweden,Health,2019,0.6416
Sweden,Health,2020,0.6562
Sweden,Health,2021,0.6704
Sweden,Health,2022,0.6412
Sweden,Health,2023,0.6116
Sweden,Housing,2006,0.3941
Sweden,Housing,2007,0.4575
Sweden,Housing,2008,0.4701
Sweden,Housing,2009,0.5025
Sweden,Housing,2010,0.6283
Sweden,Housing,2011,0.5956
Sweden,Housing,2012,0.5329
Sweden,Housing,2013,0.4363
Sweden,Housing,2014,0.5073
Sweden,Housing,2015,0.4975
Sweden,Housing,2016,0.5036
Sweden,Housing,2017,0.5307
Sweden,Housing,2018,0.4952
Sweden,Housing,2019,0.5113
Sweden,Housing,2020,0.496
Sweden,Housing,2021,0.4448
Sweden,Housing,2022,0.436
Sweden,Housing,2023,0.4814
Sweden,Income and wealth,2006,0.31
Sweden,Income and wealth,2007,0.3149
Sweden,Income and wealth,2008,0.3366
Sweden,Income and wealth,2009,0.322
Sweden,Income and wealth,2010,0.334
Sweden,Income and wealth,2011,0.3424
Sweden,Income and wealth,2012,0.3514
Sweden,Income and wealth,2013,0.2423
Sweden,Income and wealth,2014,0.2407
Sweden,Income and wealth,2015,0.2446
Sweden,Income and wealth,2016,0.2417
Sweden,Income and wealth,2017,0.2626
Sweden,Income and wealth,2018,0.2188
Sweden,Income and wealth,2019,0.2441
Sweden,Income and wealth,2020,0.2149
Sweden,Income and wealth,2021,0.2215
Sweden,Income and wealth,2022,0.1932
Sweden,Income and wealth,2023,0.4174
Sweden,Knowledge and skills,2006,0.7048
Sweden,Knowledge and skills,2007,0.6884
Sweden,Knowledge and skills,2008,0.6719999999999999
Sweden,Knowledge and skills,2009,0.6556
Sweden,Knowledge and skills,2010,0.6471
Sweden,Knowledge and skills,2011,0.6386
Sweden,Knowledge and skills,2012,0.6301
Sweden,Knowledge and skills,2013,0.6429
Sweden,Knowledge and skills,2014,0.6557
Sweden,Knowledge and skills,2015,0.6685
Sweden,Knowledge and skills,2016,0.6781333333333334
Sweden,Knowledge and skills,2017,0.6877666666666666
Sweden,Knowledge and skills,2018,0.6974
Sweden,Knowledge and skills,2019,0.68535
Sweden,Knowledge and skills,2020,0.6733
Sweden,Knowledge and skills,2021,0.66125
Sweden,Knowledge and skills,2022,0.6492
Sweden,Knowledge and skills,2023,0.6492
Sweden,Safety,2006,0.7654
Sweden,Safety,2007,0.7699
Sweden,Safety,2008,0.7208
Sweden,Safety,2009,0.7787
Sweden,Safety,2010,0.7935
Sweden,Safety,2011,0.8171
Sweden,Safety,2012,0.7892
Sweden,Safety,2013,0.8184
Sweden,Safety,2014,0.7472
Sweden,Safety,2015,0.736
Sweden,Safety,2016,0.7371
Sweden,Safety,2017,0.7504
Sweden,Safety,2018,0.7476
Sweden,Safety,2019,0.762
Sweden,Safety,2020,0.7748
Sweden,Safety,2021,0.7743
Sweden,Safety,2022,0.7459
Sweden,Safety,2023,0.7505
Sweden,Social connections,2006,0.8654
Sweden,Social connections,2007,0.87
Sweden,Social connections,2008,0.8358
Sweden,Social connections,2009,0.8457
Sweden,Social connections,2010,0.762
Sweden,Social connections,2011,0.8402
Sweden,Social connections,2012,0.8334
Sweden,Social connections,2013,0.7999
Sweden,Social connections,2014,0.8317
Sweden,Social connections,2015,0.8247
Sweden,Social connections,2016,0.8247
Sweden,Social connections,2017,0.824
Sweden,Social connections,2018,0.8107
Sweden,Social connections,2019,0.8086
Sweden,Social connections,2020,0.8161
Sweden,Social connections,2021,0.8161
Sweden,Social connections,2022,0.7422
Sweden,Social connections,2023,0.8199
Sweden,Subjective well-being,2006,0.8215
Sweden,Subjective well-being,2007,0.7776
Sweden,Subjective well-being,2008,0.7525
Sweden,Subjective well-being,2009,0.7833
Sweden,Subjective well-being,2010,0.7797
Sweden,Subjective well-being,2011,0.7672
Sweden,Subjective well-being,2012,0.7672
Sweden,Subjective well-being,2013,0.817
Sweden,Subjective well-being,2014,0.779
Sweden,Subjective well-being,2015,0.779
Sweden,Subjective well-being,2016,0.779
Sweden,Subjective well-being,2017,0.8111
Sweden,Subjective well-being,2018,0.8003
Sweden,Subjective well-being,2019,0.8101
Sweden,Subjective well-being,2020,0.7977
Sweden,Subjective well-being,2021,0.7682
Sweden,Subjective well-being,2022,0.7613
Sweden,Subjective well-being,2023,0.7773
Sweden,Work and job quality,2006,0.7766
Sweden,Work and job quality,2007,0.8335
Sweden,Work and job quality,2008,0.8195
Sweden,Work and job quality,2009,0.8005
Sweden,Work and job quality,2010,0.7183
Sweden,Work and job quality,2011,0.8423
Sweden,Work and job quality,2012,0.8442
Sweden,Work and job quality,2013,0.8344
Sweden,Work and job quality,2014,0.8658
Sweden,Work and job quality,2015,0.7585
Sweden,Work and job quality,2016,0.8612
Sweden,Work and job quality,2017,0.8528
Sweden,Work and job quality,2018,0.8415
Sweden,Work and job quality,2019,0.8584
Sweden,Work and job quality,2020,0.8517
Sweden,Work and job quality,2021,0.8304
Sweden,Work and job quality,2022,0.8102
Sweden,Work and job quality,2023,0.7544
Sweden,Work-life balance,2006,1.0
Sweden,Work-life balance,2007,1.0
Sweden,Work-life balance,2008,1.0
Sweden,Work-life balance,2009,1.0
Sweden,Work-life balance,2010,1.0
Sweden,Work-life balance,2011,0.8249333333333333
Sweden,Work-life balance,2012,0.6498666666666666
Sweden,Work-life balance,2013,0.4748
Sweden,Work-life balance,2014,0.4739
Sweden,Work-life balance,2015,0.473
Sweden,Work-life balance,2016,0.4721
Sweden,Work-life balance,2017,0.4712
Sweden,Work-life balance,2018,0.4703
Sweden,Work-life balance,2019,0.46055
Sweden,Work-life balance,2020,0.4508
Sweden,Work-life balance,2021,0.44105
Sweden,Work-life balance,2022,0.4313
Sweden,Work-life balance,2023,0.4313
Switzerland,Civic engagement,2006,0.2496
Switzerland,Civic engagement,2007,0.2496
Switzerland,Civic engagement,2008,0.19092499999999998
Switzerland,Civic engagement,2009,0.13224999999999998
Switzerland,Civic engagement,2010,0.073575
Switzerland,Civic engagement,2011,0.0149
Switzerland,Civic engagement,2012,0.011175000000000001
Switzerland,Civic engagement,2013,0.00745
Switzerland,Civic engagement,2014,0.003725
Switzerland,Civic engagement,2015,0.0
Switzerland,Civic engagement,2016,0.1146
Switzerland,Civic engagement,2017,0.2292
Switzerland,Civic engagement,2018,0.3438
Switzerland,Civic engagement,2019,0.4584
Switzerland,Civic engagement,2020,0.54785
Switzerland,Civic engagement,2021,0.6373
Switzerland,Civic engagement,2022,0.72675
Switzerland,Civic engagement,2023,0.8162
Switzerland,Environmental quality,2006,0.9931
Switzerland,Environmental quality,2007,0.9943
Switzerland,Environmental quality,2008,0.9954
Switzerland,Environmental quality,2009,0.9956
Switzerland,Environmental quality,2010,0.9976
Switzerland,Environmental quality,2011,0.9974
Switzerland,Environmental quality,2012,0.8526
Switzerland,Environmental quality,2013,0.9981
Switzerland,Environmental quality,2014,0.998
Switzerland,Environmental quality,2015,0.9984
Switzerland,Environmental quality,2016,0.999
Switzerland,Environmental quality,2017,0.9987
Switzerland,Environmental quality,2018,0.8497
Switzerland,Environmental quality,2019,0.9968
Switzerland,Environmental quality,2020,0.9972
Switzerland,Environmental quality,2021,1.0
Switzerland,Environmental quality,2022,1.0
Switzerland,Environmental quality,2023,1.0
Switzerland,Health,2006,0.8257
Switzerland,Health,2007,0.7147
Switzerland,Health,2008,0.6888
Switzerland,Health,2009,0.6843
Switzerland,Health,2010,0.6915
Switzerland,Health,2011,0.6978
Switzerland,Health,2012,0.6964
Switzerland,Health,2013,0.6941
Switzerland,Health,2014,0.6929
Switzerland,Health,2015,0.687
Switzerland,Health,2016,0.6931
Switzerland,Health,2017,0.6872
Switzerland,Health,2018,0.6996
Switzerland,Health,2019,0.7024
Switzerland,Health,2020,0.6967
Switzerland,Health,2021,0.7129
Switzerland,Health,2022,0.6586
Switzerland,Health,2023,0.8386
Switzerland,Housing,2006,0.5979
Switzerland,Housing,2007,0.5011
Switzerland,Housing,2008,0.5134
Switzerland,Housing,2009,0.5403
Switzerland,Housing,2010,0.6386
Switzerland,Housing,2011,0.5953
Switzerland,Housing,2012,0.5124
Switzerland,Housing,2013,0.5063
Switzerland,Housing,2014,0.5059
Switzerland,Housing,2015,0.4181
Switzerland,Housing,2016,0.414
Switzerland,Housing,2017,0.4431
Switzerland,Housing,2018,0.3924
Switzerland,Housing,2019,0.5112
Switzerland,Housing,2020,0.418
Switzerland,Housing,2021,0.5104
Switzerland,Housing,2022,0.2716
Switzerland,Housing,2023,0.0
Switzerland,Income and wealth,2006,0.5771
Switzerland,Income and wealth,2007,0.3863
Switzerland,Income and wealth,2008,0.3785
Switzerland,Income and wealth,2009,0.3369
Switzerland,Income and wealth,2010,0.3204
Switzerland,Income and wealth,2011,0.3354
Switzerland,Income and wealth,2012,0.313
Switzerland,Income and wealth,2013,0.3174
Switzerland,Income and wealth,2014,0.3344
Switzerland,Income and wealth,2015,0.3135
Switzerland,Income and wealth,2016,0.337
Switzerland,Income and wealth,2017,0.3205
Switzerland,Income and wealth,2018,0.3179
Switzerland,Income and wealth,2019,0.3312
Switzerland,Income and wealth,2020,0.3078
Switzerland,Income and wealth,2021,0.3624
Switzerland,Income and wealth,2022,0.4012
Switzerland,Income and wealth,2023,0.5312
Switzerland,Knowledge and skills,2006,0.7557
Switzerland,Knowledge and skills,2007,0.7673666666666666
Switzerland,Knowledge and skills,2008,0.7790333333333334
Switzerland,Knowledge and skills,2009,0.7907
Switzerland,Knowledge and skills,2010,0.7986333333333333
Switzerland,Knowledge and skills,2011,0.8065666666666667
Switzerland,Knowledge and skills,2012,0.8145
Switzerland,Knowledge and skills,2013,0.7949333333333334
Switzerland,Knowledge and skills,2014,0.7753666666666666
Switzerland,Knowledge and skills,2015,0.7558
Switzerland,Knowledge and skills,2016,0.7309
Switzerland,Knowledge and skills,2017,0.7060000000000001
Switzerland,Knowledge and skills,2018,0.6811
Switzerland,Knowledge and skills,2019,0.677225
Switzerland,Knowledge and skills,2020,0.67335
Switzerland,Knowledge and skills,2021,0.669475
Switzerland,Knowledge and skills,2022,0.6656
Switzerland,Knowledge and skills,2023,0.6656
Switzerland,Safety,2006,0.8311
Switzerland,Safety,2007,0.9933
Switzerland,Safety,2008,0.9777
Switzerland,Safety,2009,0.832
Switzerland,Safety,2010,0.9541
Switzerland,Safety,2011,0.9673
Switzerland,Safety,2012,0.8016
Switzerland,Safety,2013,0.9783
Switzerland,Safety,2014,0.838
Switzerland,Safety,2015,0.8235
Switzerland,Safety,2016,0.8275
Switzerland,Safety,2017,0.8663
Switzerland,Safety,2018,0.8662
Switzerland,Safety,2019,0.8741
Switzerland,Safety,2020,0.8715
Switzerland,Safety,2021,0.8726
Switzerland,Safety,2022,0.8557
Switzerland,Safety,2023,0.8516
Switzerland,Social connections,2006,0.9005
Switzerland,Social connections,2007,0.5634
Switzerland,Social connections,2008,0.4795
Switzerland,Social connections,2009,0.808
Switzerland,Social connections,2010,0.636
Switzerland,Social connections,2011,0.5726
Switzerland,Social connections,2012,0.8085
Switzerland,Social connections,2013,0.9002
Switzerland,Social connections,2014,0.7747
Switzerland,Social connections,2015,0.7703
Switzerland,Social connections,2016,0.8825
Switzerland,Social connections,2017,0.754
Switzerland,Social connections,2018,0.8639
Switzerland,Social connections,2019,0.7324
Switzerland,Social connections,2020,0.7216
Switzerland,Social connections,2021,0.8432
Switzerland,Social connections,2022,0.7956
Switzerland,Social connections,2023,0.7667
Switzerland,Subjective well-being,2006,0.7175
Switzerland,Subjective well-being,2007,0.5387
Switzerland,Subjective well-being,2008,0.5235
Switzerland,Subjective well-being,2009,0.7608
Switzerland,Subjective well-being,2010,0.8655
Switzerland,Subjective well-being,2011,0.8689
Switzerland,Subjective well-being,2012,0.7925
Switzerland,Subjective well-being,2013,0.8945
Switzerland,Subjective well-being,2014,0.8237
Switzerland,Subjective well-being,2015,0.8095
Switzerland,Subjective well-being,2016,0.8113
Switzerland,Subjective well-being,2017,0.8414
Switzerland,Subjective well-being,2018,0.8157
Switzerland,Subjective well-being,2019,0.817
Switzerland,Subjective well-being,2020,0.8313
Switzerland,Subjective well-being,2021,0.793
Switzerland,Subjective well-being,2022,0.8007
Switzerland,Subjective well-being,2023,0.7931
Switzerland,Work and job quality,2006,0.821
Switzerland,Work and job quality,2007,0.8743
Switzerland,Work and job quality,2008,0.8264
Switzerland,Work and job quality,2009,0.8974
Switzerland,Work and job quality,2010,0.8388
Switzerland,Work and job quality,2011,0.9133
Switzerland,Work and job quality,2012,0.8653
Switzerland,Work and job quality,2013,0.9019
Switzerland,Work and job quality,2014,0.8739
Switzerland,Work and job quality,2015,0.9216
Switzerland,Work and job quality,2016,0.8633
Switzerland,Work and job quality,2017,0.8979
Switzerland,Work and job quality,2018,0.8463
Switzerland,Work and job quality,2019,0.9054
Switzerland,Work and job quality,2020,0.8419
Switzerland,Work and job quality,2021,0.8592
Switzerland,Work and job quality,2022,0.7709
Switzerland,Work and job quality,2023,0.8128
Switzerland,Work-life balance,2006,0.5606
Switzerland,Work-life balance,2007,0.5606
Switzerland,Work-life balance,2008,0.5132
Switzerland,Work-life balance,2009,0.5485
Switzerland,Work-life balance,2010,0.5374
Switzerland,Work-life balance,2011,0.535
Switzerland,Work-life balance,2012,0.5709
Switzerland,Work-life balance,2013,0.4883
Switzerland,Work-life balance,2014,0.6237
Switzerland,Work-life balance,2015,0.6377
Switzerland,Work-life balance,2016,0.5542
Switzerland,Work-life balance,2017,0.5781
Switzerland,Work-life balance,2018,0.45
Switzerland,Work-life balance,2019,0.5092
Switzerland,Work-life balance,2020,0.6808
Switzerland,Work-life balance,2021,0.704
Switzerland,Work-life balance,2022,0.6989
Switzerland,Work-life balance,2023,0.6989
Türkiye,Civic engagement,2006,0.8303
Türkiye,Civic engagement,2007,0.8303
Türkiye,Civic engagement,2008,0.843225
Türkiye,Civic engagement,2009,0.85615
Türkiye,Civic engagement,2010,0.869075
Türkiye,Civic engagement,2011,0.882
Türkiye,Civic engagement,2012,0.8787
Türkiye,Civic engagement,2013,0.8754
Türkiye,Civic engagement,2014,0.8721
Türkiye,Civic engagement,2015,0.8688
Türkiye,Civic engagement,2016,0.8440666666666666
Türkiye,Civic engagement,2017,0.8193333333333334
Türkiye,Civic engagement,2018,0.7946
Türkiye,Civic engagement,2019,0.83504
Türkiye,Civic engagement,2020,0.87548
Türkiye,Civic engagement,2021,0.91592
Türkiye,Civic engagement,2022,0.95636
Türkiye,Civic engagement,2023,0.9968
Türkiye,Environmental quality,2006,0.5546
Türkiye,Environmental quality,2007,0.5911
Türkiye,Environmental quality,2008,0.4837
Türkiye,Environmental quality,2009,0.7063
Türkiye,Environmental quality,2010,0.5796
Türkiye,Environmental quality,2011,0.6825
Türkiye,Environmental quality,2012,0.7052
Türkiye,Environmental quality,2013,0.6448
Türkiye,Environmental quality,2014,0.6467
Türkiye,Environmental quality,2015,0.7286
Türkiye,Environmental quality,2016,0.6064
Türkiye,Environmental quality,2017,0.5947
Türkiye,Environmental quality,2018,0.7122
Türkiye,Environmental quality,2019,0.6717
Türkiye,Environmental quality,2020,0.669
Türkiye,Environmental quality,2021,0.4875
Türkiye,Environmental quality,2022,0.518
Türkiye,Environmental quality,2023,0.2845
Türkiye,Health,2006,0.5692
Türkiye,Health,2007,0.584
Türkiye,Health,2008,0.5742
Türkiye,Health,2009,0.6349
Türkiye,Health,2010,0.6358
Türkiye,Health,2011,0.6451
Türkiye,Health,2012,0.6399
Türkiye,Health,2013,0.6639
Türkiye,Health,2014,0.56
Türkiye,Health,2015,0.6601
Türkiye,Health,2016,0.6574
Türkiye,Health,2017,0.6388
Türkiye,Health,2018,0.6459
Türkiye,Health,2019,0.5634
Türkiye,Health,2020,0.5991
Türkiye,Health,2021,0.6042
Türkiye,Health,2022,0.5617
Türkiye,Health,2023,0.5617
Türkiye,Housing,2006,0.9847
Türkiye,Housing,2007,0.5255
Türkiye,Housing,2008,0.5734
Türkiye,Housing,2009,0.5874
Türkiye,Housing,2010,0.5806
Türkiye,Housing,2011,0.5786
Türkiye,Housing,2012,0.505
Türkiye,Housing,2013,0.4854
Türkiye,Housing,2014,0.4022
Türkiye,Housing,2015,0.4364
Türkiye,Housing,2016,0.5041
Türkiye,Housing,2017,0.5005
Türkiye,Housing,2018,0.4584
Türkiye,Housing,2019,0.4882
Türkiye,Housing,2020,0.5476
Türkiye,Housing,2021,0.8366
Türkiye,Housing,2022,1.0
Türkiye,Housing,2023,0.936
Türkiye,Income and wealth,2006,1.0
Türkiye,Income and wealth,2007,1.0
Türkiye,Income and wealth,2008,1.0
Türkiye,Income and wealth,2009,1.0
Türkiye,Income and wealth,2010,0.8693
Türkiye,Income and wealth,2011,0.7386
Türkiye,Income and wealth,2012,0.6572
Türkiye,Income and wealth,2013,0.6119
Türkiye,Income and wealth,2014,0.5583
Türkiye,Income and wealth,2015,0.5853
Türkiye,Income and wealth,2016,0.388
Türkiye,Income and wealth,2017,0.4063
Türkiye,Income and wealth,2018,0.362
Türkiye,Income and wealth,2019,0.5918
Türkiye,Income and wealth,2020,0.423
Türkiye,Income and wealth,2021,0.4793
Türkiye,Income and wealth,2022,0.4505
Türkiye,Income and wealth,2023,0.445
Türkiye,Knowledge and skills,2006,0.2896
Türkiye,Knowledge and skills,2007,0.3194666666666667
Türkiye,Knowledge and skills,2008,0.34933333333333333
Türkiye,Knowledge and skills,2009,0.3792
Türkiye,Knowledge and skills,2010,0.4056666666666667
Türkiye,Knowledge and skills,2011,0.4321333333333333
Türkiye,Knowledge and skills,2012,0.4586
Türkiye,Knowledge and skills,2013,0.42735
Türkiye,Knowledge and skills,2014,0.3961
Türkiye,Knowledge and skills,2015,0.5113
Türkiye,Knowledge and skills,2016,0.5099666666666667
Türkiye,Knowledge and skills,2017,0.5086333333333333
Türkiye,Knowledge and skills,2018,0.5073
Türkiye,Knowledge and skills,2019,0.4957
Türkiye,Knowledge and skills,2020,0.4841
Türkiye,Knowledge and skills,2021,0.4725
Türkiye,Knowledge and skills,2022,0.4609
Türkiye,Knowledge and skills,2023,0.4609
Türkiye,Safety,2006,0.3769
Türkiye,Safety,2007,0.3993
Türkiye,Safety,2008,0.3828
Türkiye,Safety,2009,0.4758
Türkiye,Safety,2010,0.4661
Türkiye,Safety,2011,0.4496
Türkiye,Safety,2012,0.4362
Türkiye,Safety,2013,0.4487
Türkiye,Safety,2014,0.4778
Türkiye,Safety,2015,0.4501
Türkiye,Safety,2016,0.4512
Türkiye,Safety,2017,0.4833
Türkiye,Safety,2018,0.4889
Türkiye,Safety,2019,0.4995
Türkiye,Safety,2020,0.419
Türkiye,Safety,2021,0.418
Türkiye,Safety,2022,0.4844
Türkiye,Safety,2023,0.4812
Türkiye,Social connections,2006,0.5456
Türkiye,Social connections,2007,0.5082
Türkiye,Social connections,2008,0.4576
Türkiye,Social connections,2009,0.4417
Türkiye,Social connections,2010,0.4862
Türkiye,Social connections,2011,0.4947
Türkiye,Social connections,2012,0.4907
Türkiye,Social connections,2013,0.4499
Türkiye,Social connections,2014,0.6534
Türkiye,Social connections,2015,0.6248
Türkiye,Social connections,2016,0.6248
Türkiye,Social connections,2017,0.6275
Türkiye,Social connections,2018,0.4663
Türkiye,Social connections,2019,0.5274
Türkiye,Social connections,2020,0.487
Türkiye,Social connections,2021,0.487
Türkiye,Social connections,2022,0.3886
Türkiye,Social connections,2023,0.5335
Türkiye,Subjective well-being,2006,0.6963
Türkiye,Subjective well-being,2007,0.4997
Türkiye,Subjective well-being,2008,0.5463
Türkiye,Subjective well-being,2009,0.5347
Türkiye,Subjective well-being,2010,0.5128
Türkiye,Subjective well-being,2011,0.479
Türkiye,Subjective well-being,2012,0.479
Türkiye,Subjective well-being,2013,0.4133
Türkiye,Subjective well-being,2014,0.4168
